"Leukocytosis, unspecified",Leukocytosis,"['Bicarbonate', 'Magnesium', 'Phosphate', 'Chloride', 'Anion Gap', 'Potassium', 'Sodium', 'Creatinine', 'Glucose', 'Urea Nitrogen', 'RDW', 'Red Blood Cells', 'MCV', 'MCH', 'Platelet Count', 'Hemoglobin', 'Hematocrit', 'White Blood Cells', 'MCHC', 'Specimen Type', 'Lactate', 'Calculated Total CO2', 'Base Excess', 'pCO2', 'pH', 'pO2', 'Free Calcium', 'Calcium, Total', 'Alanine Aminotransferase (ALT)', 'Asparate Aminotransferase (AST)', 'Alkaline Phosphatase', 'Bilirubin, Total', 'Eosinophils', 'Lymphocytes', 'Monocytes', 'Basophils', 'Neutrophils', 'Salicylate', 'Albumin', 'Blood Parasite Smear', 'INR(PT)', 'PTT', 'PT', 'Leukocytes', 'Protein', 'Blood', 'Yeast', 'Granular Casts', 'Specific Gravity', 'Urobilinogen', 'Epithelial Cells', 'Urine Appearance', 'Ketone', 'Bilirubin', 'Urine Mucous', 'Nitrite', 'Bacteria', 'Urine Color', 'WBC', 'RBC', 'Hyaline Casts', 'Microcytes', 'Polychromasia', 'Anisocytosis', 'Macrocytes', 'Poikilocytosis', 'Hypochromia', 'Red Top Hold', 'EDTA Hold', 'Blue Top Hold', 'Lactate Dehydrogenase (LD)', 'Fibrinogen, Functional', 'Estimated GFR (MDRD equation)', 'Troponin T', 'Creatine Kinase, MB Isoenzyme', 'O2 Flow', 'Temperature', 'Intubated', 'Oxygen Saturation', 'Prolactin', 'Green Top Hold (plasma)', 'Creatine Kinase (CK)', 'Thyroid Stimulating Hormone', 'Transitional Epithelial Cells', 'Amylase', 'Lipase', 'Length of Urine Collection', 'Osmolality, Urine', 'Sodium, Urine', 'Chloride, Urine', 'Creatinine, Urine', 'Urea Nitrogen, Urine', 'Potassium, Urine', 'Vitamin B12', 'Urine tube, held', 'Voided Specimen', 'eAG', '% Hemoglobin A1c', 'RDW-SD', 'Haptoglobin', 'Immature Granulocytes', 'Absolute Basophil Count', 'Absolute Eosinophil Count', 'Absolute Lymphocyte Count', 'Absolute Neutrophil Count', 'Absolute Monocyte Count', 'Nucleated Red Cells', 'Metamyelocytes', 'Bands', 'Atypical Lymphocytes', 'Myelocytes', 'Platelet Smear', 'Basophilic Stippling', 'Acanthocytes', 'Echinocytes', 'Ovalocytes', 'Bite Cells', 'Bilirubin, Direct', 'Bilirubin, Indirect', 'Schistocytes', 'Amorphous Crystals', 'Oxygen', 'Vancomycin', 'Ventilation Rate', 'PEEP', 'Tidal Volume', 'Assist/Control', 'Hematocrit, Calculated', 'HIV Screen']"
Long QT syndrome,Prolonged QT syndrome,"['PTT', 'Vancomycin', 'Urea Nitrogen', 'Magnesium', 'Sodium', 'Bicarbonate', 'Anion Gap', 'Potassium', 'Chloride', 'Glucose', 'Calcium, Total', 'Phosphate', 'Creatinine', 'Troponin T', 'Creatine Kinase, MB Isoenzyme', 'CK-MB Index', 'Asparate Aminotransferase (AST)', 'White Blood Cells', 'MCH', 'MCV', 'MCHC', 'RDW-SD', 'Hematocrit', 'Hemoglobin', 'RDW', 'Platelet Count', 'Red Blood Cells', 'Alanine Aminotransferase (ALT)', 'Fibrinogen, Functional', 'PT', 'INR(PT)', 'Bilirubin, Total', 'Creatine Kinase (CK)', 'Alkaline Phosphatase', 'Estimated GFR (MDRD equation)', 'Specimen Type', 'pO2', 'Calculated Total CO2', 'pCO2', 'Base Excess', 'pH', 'EDTA Hold', 'Lactate Dehydrogenase (LD)', 'Oxygen Saturation', 'Free Calcium', 'Lactate', 'PEEP', 'Oxygen', 'Ventilation Rate', 'Intubated', 'Temperature', 'Assist/Control', 'Tidal Volume', 'Albumin', 'Potassium, Whole Blood', 'Thyroid Stimulating Hormone', 'Hepatitis C Virus Antibody', 'Hepatitis A Virus Antibody', 'Hepatitis B Surface Antibody', 'Anti-Nuclear Antibody', 'Anti-Mitochondrial Antibody', 'Transferrin', 'Immunoglobulin A', 'Immunoglobulin G', 'Iron', 'Immunoglobulin M', 'Iron Binding Capacity, Total', 'Ferritin', 'Tricyclic Antidepressant Screen', 'Ethanol', 'Salicylate', 'Barbiturate Screen', 'Acetaminophen', 'Benzodiazepine Screen', 'Hepatitis B Virus Core Antibody', 'Hepatitis B Surface Antigen', 'Anti-Smooth Muscle Antibody', 'Leukocytes', 'Urobilinogen', 'Epithelial Cells', 'Urine Color', 'Bacteria', 'Blood', 'Protein', 'Urine Mucous', 'Nitrite', 'Ketone', 'WBC', 'Urine Appearance', 'Bilirubin', 'RBC', 'Yeast', 'Specific Gravity']"
Long term (current) use of opiate analgesic,Substance abuse and dependence,"['Platelet Count', 'MCHC', 'Red Blood Cells', 'Hematocrit', 'Hemoglobin', 'MCV', 'MCH', 'White Blood Cells', 'RDW-SD', 'RDW', 'Phosphate', 'Calcium, Total', 'L', 'I', 'Bicarbonate', 'Potassium', 'Magnesium', 'Glucose', 'Urea Nitrogen', 'Creatinine', 'Sodium', 'Chloride', 'H', 'Anion Gap', 'PT', 'INR(PT)', 'PTT', 'Troponin T', 'Creatine Kinase, MB Isoenzyme', 'Thyroxine (T4)', 'Thyroid Stimulating Hormone', 'Creatine Kinase (CK)', 'CK-MB Index']"
Low back pain,Low back pain,"['Glucose', 'Protein', 'Urobilinogen', 'Bacteria', 'RBC', 'Urine Appearance', 'Urine Color', 'Bilirubin', 'Epithelial Cells', 'pH', 'Leukocytes', 'Blood', 'Ketone', 'Specific Gravity', 'WBC', 'Nitrite', 'Yeast', 'RDW', 'Platelet Count', 'MCV', 'MCH', 'Hematocrit', 'RDW-SD', 'Hemoglobin', 'Red Blood Cells', 'White Blood Cells', 'MCHC', 'Chloride', 'Calcium, Total', 'Anion Gap', 'Sodium', 'Creatinine', 'Magnesium', 'Phosphate', 'Bicarbonate', 'H', 'Urea Nitrogen', 'I', 'Potassium', 'L', 'eAG', '% Hemoglobin A1c', 'Green Top Hold (plasma)', 'Light Green Top Hold', 'Absolute Basophil Count', 'Absolute Neutrophil Count', 'Absolute Monocyte Count', 'Monocytes', 'Eosinophils', 'Absolute Eosinophil Count', 'Absolute Lymphocyte Count', 'Lymphocytes', 'Neutrophils', 'Basophils', 'Immature Granulocytes', 'Alkaline Phosphatase', 'Asparate Aminotransferase (AST)', 'Bilirubin, Total', 'Estimated GFR (MDRD equation)', 'Albumin', 'Alanine Aminotransferase (ALT)', 'Lipase', 'INR(PT)', 'PT', 'PTT', 'Metamyelocytes', 'Bands', 'Myelocytes', 'Platelet Smear', 'Atypical Lymphocytes', 'Blasts', 'Microcytes', 'Macrocytes', 'Teardrop Cells', 'Ovalocytes', 'Anisocytosis', 'Hypochromia', 'Poikilocytosis', 'Polychromasia', 'Lactate Dehydrogenase (LD)', 'Nucleated Red Cells', 'Uric Acid', 'Spherocytes', 'Schistocytes', 'Amylase', 'Creatine Kinase (CK)', 'Vancomycin', 'Thyroid Stimulating Hormone', 'Cortisol', 'Length of Urine Collection', 'Osmolality, Urine', 'Sodium, Urine', 'Red Top Hold', 'Osmolality, Measured', 'Lactate', 'Target Cells', 'Immunophenotyping', 'EDTA Hold', 'HIV Screen', 'ARCH-1', 'Blood Parasite Smear', 'Cytomegalovirus Viral Load', 'Fibrinogen, Functional', 'C-Reactive Protein']"
Malignant neoplasm of gallbladder,Gallbladder cancer,"['PT', 'PTT', 'INR(PT)', 'MCHC', 'Red Blood Cells', 'Hemoglobin', 'RDW', 'MCV', 'Platelet Count', 'Hematocrit', 'White Blood Cells', 'MCH', 'Calcium, Total', 'Creatinine', 'Anion Gap', 'Bilirubin, Total', 'Phosphate', 'Urea Nitrogen', 'Chloride', 'Magnesium', 'Sodium', 'Alanine Aminotransferase (ALT)', 'Glucose', 'Alkaline Phosphatase', 'Bicarbonate', 'Asparate Aminotransferase (AST)', 'Potassium', 'Estimated GFR (MDRD equation)', 'Albumin', 'RDW-SD', 'Specimen Type', 'Intubated', 'pCO2', 'Base Excess', 'pH', 'pO2', 'Calculated Total CO2', 'Free Calcium', 'Potassium, Whole Blood', 'Lactate', 'Chloride, Whole Blood', 'Hematocrit, Calculated', 'Sodium, Whole Blood', 'Oxygen Saturation']"
Malignant neoplasm of intrahepatic bile ducts,Bile duct cancer,"['Phosphate', 'Glucose', 'Anion Gap', 'Magnesium', 'Albumin', 'Bilirubin, Total', 'Creatinine', 'Alanine Aminotransferase (ALT)', 'Sodium', 'Calcium, Total', 'Asparate Aminotransferase (AST)', 'Chloride', 'Potassium', 'Urea Nitrogen', 'Bicarbonate', 'Alkaline Phosphatase', 'Lactate Dehydrogenase (LD)', 'White Blood Cells', 'Hemoglobin', 'MCHC', 'MCH', 'RDW', 'Platelet Count', 'Red Blood Cells', 'MCV', 'Hematocrit', 'PT', 'PTT', 'INR(PT)', 'Myelocytes', 'Atypical Lymphocytes', 'Eosinophils', 'Promyelocytes', 'Bands', 'Basophils', 'Neutrophils', 'Monocytes', 'Metamyelocytes', 'Lymphocytes', 'Macrocytes', 'Polychromasia', 'Anisocytosis', 'Microcytes', 'Hypochromia', 'Ovalocytes', 'Platelet Smear', 'Poikilocytosis', 'Ketone', 'Protein', 'Urobilinogen', 'pH', 'Urine Appearance', 'Bacteria', 'Nitrite', 'Specific Gravity', 'WBC', 'Urine Color', 'Leukocytes', 'Yeast', 'RBC', 'Epithelial Cells', 'Bilirubin', 'Urine Mucous', 'Blood', 'Troponin T', 'Specimen Type', 'Intubated', 'O2 Flow', 'pO2', 'Lactate', 'pCO2', 'Calculated Total CO2', 'Base Excess', 'Oxygen Saturation', 'Chloride, Whole Blood', 'Potassium, Whole Blood', 'Sodium, Whole Blood', 'Hematocrit, Calculated', 'Free Calcium', 'Creatine Kinase (CK)', 'Creatine Kinase, MB Isoenzyme', 'Vancomycin', 'Estimated GFR (MDRD equation)', 'Fibrinogen, Functional']"
Malignant neoplasm of lower third of esophagus,Esophageal cancer,"['Specimen Type', 'Calculated Total CO2', 'Base Excess', 'pCO2', 'pO2', 'pH', 'Calcium, Total', 'Anion Gap', 'Bicarbonate', 'Potassium', 'Magnesium', 'Urea Nitrogen', 'Chloride', 'Glucose', 'Sodium', 'Phosphate', 'Creatinine', 'Hemoglobin', 'MCV', 'RDW', 'Hematocrit', 'Red Blood Cells', 'Platelet Count', 'MCH', 'White Blood Cells', 'MCHC', 'Intubated', 'Temperature', 'Ventilation Rate', 'Estimated GFR (MDRD equation)', 'Oxygen Saturation', 'INR(PT)', 'PT', 'PTT', 'Hematocrit, Calculated', 'Potassium, Whole Blood', 'Free Calcium', 'Sodium, Whole Blood', 'Chloride, Whole Blood', 'Lactate']"
Malignant neoplasm of rectum,Rectal cancer,"['Magnesium', 'Anion Gap', 'Urea Nitrogen', 'Calcium, Total', 'Sodium', 'Phosphate', 'Chloride', 'Estimated GFR (MDRD equation)', 'Bicarbonate', 'Creatinine', 'Glucose', 'Potassium', 'MCHC', 'Hematocrit', 'Platelet Count', 'RDW', 'MCV', 'MCH', 'Hemoglobin', 'White Blood Cells', 'Red Blood Cells', 'PT', 'INR(PT)', 'PTT', 'Monocytes', 'Basophils', 'Eosinophils', 'Lymphocytes', 'Neutrophils', 'Albumin', 'Parathyroid Hormone', '25-OH Vitamin D', 'Alanine Aminotransferase (ALT)', 'Bilirubin, Total', 'Alkaline Phosphatase', 'Asparate Aminotransferase (AST)', 'Atypical Lymphocytes', 'Myelocytes', 'Metamyelocytes', 'Bands', 'Microcytes', 'Platelet Smear', 'Anisocytosis', 'Polychromasia', 'Hypochromia', 'Poikilocytosis', 'Macrocytes']"
Mitral stenosis,Mitral valve stenosis,"['Platelet Count', 'Platelet Smear', 'White Blood Cells', 'MCH', 'Hemoglobin', 'MCV', 'MCHC', 'RDW', 'Hematocrit', 'Red Blood Cells', 'Anion Gap', 'Calcium, Total', 'Creatinine', 'Urea Nitrogen', 'Magnesium', 'Potassium', 'Glucose', 'Phosphate', 'Bicarbonate', 'Chloride', 'Sodium', 'Alkaline Phosphatase', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)', 'Alanine Aminotransferase (ALT)', 'Estimated GFR (MDRD equation)', 'Length of Urine Collection', 'Urine tube, held', 'Protein', 'Nitrite', 'Specific Gravity', 'Bilirubin', 'Urobilinogen', 'Blood', 'Ketone', 'Urine Appearance', 'pH', 'Urine Color', 'Leukocytes', 'Albumin', 'PT', 'PTT', 'INR(PT)', 'Bilirubin, Direct', 'Bilirubin, Indirect']"
Multiple sclerosis,Multiple sclerosis,"['Creatinine', 'Estimated GFR (MDRD equation)', 'Vancomycin', 'White Blood Cells', 'RDW', 'Red Blood Cells', 'Hematocrit', 'Hemoglobin', 'MCHC', 'MCH', 'Platelet Count', 'MCV', 'INR(PT)', 'PTT', 'PT', 'Bicarbonate', 'Anion Gap', 'Calcium, Total', 'Potassium', 'Magnesium', 'Chloride', 'Phosphate', 'Urea Nitrogen', 'Glucose', 'Sodium', 'Total Nucleated Cells, CSF', 'RBC, CSF', 'Glucose, CSF', 'Total Protein, CSF', 'Polys', 'Lymphs', 'Monocytes', 'I', 'H', 'L', 'Basophils', 'Lymphocytes', 'Eosinophils', 'Neutrophils', 'Ketone', 'Bilirubin', 'Nitrite', 'pH', 'Specific Gravity', 'Urine Appearance', 'Blood', 'Epithelial Cells', 'Urine Color', 'Bacteria', 'Urobilinogen', 'Leukocytes', 'Protein', 'WBC', 'Yeast', 'RBC', 'Length of Urine Collection', 'Urine tube, held', 'Lactate Dehydrogenase (LD)', 'Alkaline Phosphatase', 'Alanine Aminotransferase (ALT)', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)']"
Necrotizing fasciitis,Flesh-eating disease,"['H', 'Vancomycin', 'L', 'I', 'Platelet Count', 'Hemoglobin', 'White Blood Cells', 'MCV', 'RDW-SD', 'Hematocrit', 'RDW', 'Red Blood Cells', 'MCHC', 'MCH', 'Calcium, Total', 'Urea Nitrogen', 'Magnesium', 'Phosphate', 'Bicarbonate', 'Anion Gap', 'Chloride', 'Sodium', 'Creatinine', 'Glucose', 'Potassium', 'Estimated GFR (MDRD equation)', 'Green Top Hold (plasma)', 'C-Reactive Protein', 'Intubated', 'Specimen Type', 'pO2', 'Base Excess', 'pH', 'pCO2', 'Calculated Total CO2', 'INR(PT)', 'PTT', 'PT', 'Length of Urine Collection', 'Uhold', 'Urine tube, held', 'Creatinine, Urine', 'Sodium, Urine', 'Total Protein, Urine', 'Protein/Creatinine Ratio', 'Osmolality, Urine', 'Free Calcium', 'Lactate', 'Red Top Hold', 'Creatine Kinase (CK)', 'Iron Binding Capacity, Total', 'Iron', 'Transferrin', 'Ferritin', 'Vitamin B12', 'Urine Color', 'Specific Gravity', 'Epithelial Cells', 'Yeast', 'Urine Mucous', 'Bacteria', 'WBC', 'Protein', 'Ketone', 'RBC', 'Blood', 'Nitrite', 'Bilirubin', 'Urobilinogen', 'Leukocytes', 'Urine Appearance', 'Light Green Top Hold', 'Absolute Monocyte Count', 'Neutrophils', 'Absolute Eosinophil Count', 'Lymphocytes', 'Monocytes', 'Absolute Neutrophil Count', 'Eosinophils', 'Absolute Lymphocyte Count', 'Basophils', 'Absolute Basophil Count', 'Immature Granulocytes', 'Alanine Aminotransferase (ALT)', 'Bilirubin, Total', 'Alkaline Phosphatase', 'Asparate Aminotransferase (AST)', 'Lipase', 'Albumin', 'HPE2', 'HPE3', 'Hepatitis B Surface Antibody', 'Hepatitis B Virus Core Antibody', 'Hepatitis C Virus Antibody', 'Hepatitis B Surface Antigen', 'HPE1', 'HPE7', 'Potassium, Whole Blood']"
Need for prophylactic vaccination and inoculation against influenza,Influenza,"['Urea Nitrogen', 'Sodium', 'Calcium, Total', 'Glucose', 'Anion Gap', 'Bicarbonate', 'Potassium', 'Chloride', 'Magnesium', 'Phosphate', 'Creatinine', 'MCHC', 'Red Blood Cells', 'White Blood Cells', 'Hematocrit', 'RDW', 'Platelet Count', 'Hemoglobin', 'MCH', 'MCV', 'INR(PT)', 'PTT', 'PT', 'Urine Appearance', 'Ketone', 'Nitrite', 'Blood', 'Bilirubin', 'Urine Color', 'Specific Gravity', 'Leukocytes', 'Urobilinogen', 'pH', 'Protein', 'Specimen Type', 'Base Excess', 'pO2', 'Calculated Total CO2', 'pCO2', 'Estimated GFR (MDRD equation)', 'Vancomycin', 'Free Calcium', 'WBC', 'Urine Mucous', 'Transitional Epithelial Cells', 'RBC', 'Epithelial Cells', 'Bacteria', 'Yeast', 'Albumin', 'RBC, CSF', 'Total Nucleated Cells, CSF', 'Glucose, CSF', 'Total Protein, CSF', 'Macrophage', 'Monocytes', 'Polys', 'Lymphs', 'Length of Urine Collection', 'Uhold', 'Osmolality, Urine', 'Potassium, Urine', 'Creatinine, Urine', 'Sodium, Urine', 'Chloride, Urine', 'Urea Nitrogen, Urine', 'Blue Top Hold', 'Light Green Top Hold', 'Lipase', 'Bilirubin, Total', 'Alanine Aminotransferase (ALT)', 'Alkaline Phosphatase', 'Asparate Aminotransferase (AST)', 'C-Reactive Protein', 'Lymphocytes', 'Neutrophils', 'Eosinophils', 'Basophils', 'Lactate', 'Sedimentation Rate']"
Neoplasm of unspecified nature of endocrine glands and other parts of nervous system,Neuroendocrine tumors,"['Phosphate', 'Bicarbonate', 'Anion Gap', 'Chloride', 'Glucose', 'Calcium, Total', 'Urea Nitrogen', 'Magnesium', 'Sodium', 'Potassium', 'Creatinine', 'Platelet Count', 'MCHC', 'MCV', 'Hematocrit', 'Red Blood Cells', 'Hemoglobin', 'RDW', 'MCH', 'White Blood Cells', 'INR(PT)', 'PT', 'PTT', 'Estimated GFR (MDRD equation)']"
"Nephropathy induced by other drugs, medicaments and biological substances",Nephrotoxic injury,"['I', 'H', 'Lipase', 'Amylase', 'L', 'Absolute Eosinophil Count', 'Schistocytes', 'Poikilocytosis', 'Absolute Lymphocyte Count', 'Other Cells', 'Eosinophils', 'Lymphocytes', 'Neutrophils', 'RBC Morphology', 'Hypochromia', 'Ovalocytes', 'Basophils', 'Microcytes', 'Anisocytosis', 'Absolute Neutrophil Count', 'Monocytes', 'Absolute Monocyte Count', 'Polychromasia', 'Absolute Basophil Count', 'Teardrop Cells', 'Platelet Smear', 'MCH', 'RDW-SD', 'Red Blood Cells', 'MCV', 'White Blood Cells', 'MCHC', 'Hemoglobin', 'RDW', 'Platelet Count', 'Hematocrit', 'Lactate Dehydrogenase (LD)', 'Creatinine', 'Alanine Aminotransferase (ALT)', 'Sodium', 'Glucose', 'Asparate Aminotransferase (AST)', 'Anion Gap', 'Potassium', 'Alkaline Phosphatase', 'Albumin', 'Calcium, Total', 'Urea Nitrogen', 'Bilirubin, Total', 'Magnesium', 'Phosphate', 'Chloride', 'Bicarbonate', 'PT', 'INR(PT)', 'PTT', 'Uric Acid', 'Lactate', 'Folate', '25-OH Vitamin D', 'Vitamin B12', 'Spherocytes', 'Blue Top Hold', 'Green Top Hold (plasma)', 'Estimated GFR (MDRD equation)', 'Troponin T', 'Basophilic Stippling', 'Uhold', 'Length of Urine Collection', 'Ketone', 'Bilirubin', 'Urobilinogen', 'Nitrite', 'Specific Gravity', 'pH', 'Urine Color', 'Urine Appearance', 'Leukocytes', 'Protein', 'Blood', 'Blood, Occult', 'Macrocytes', 'XUCU', 'Urine Mucous', 'RBC', 'Yeast', 'Hyaline Casts', 'Transitional Epithelial Cells', 'UCU2', 'WBC', 'Bacteria', 'Epithelial Cells', 'Creatinine, Urine', 'Sodium, Urine', 'Osmolality, Urine', 'Metamyelocytes', 'Creatine Kinase, MB Isoenzyme', 'Specimen Type', 'Calculated Total CO2', 'pO2', 'pCO2', 'Base Excess', 'Urea Nitrogen, Urine', 'Immature Granulocytes', 'Vancomycin', 'CK-MB Index', 'Fibrinogen, Functional', 'Creatine Kinase (CK)', 'EDTA Hold', 'Oxygen Saturation', 'Free Calcium', 'PEEP', 'Oxygen', 'Ventilation Rate', 'Intubated', 'Temperature', 'Assist/Control', 'Tidal Volume', 'Potassium, Whole Blood', 'Thyroid Stimulating Hormone', 'Hepatitis C Virus Antibody', 'Hepatitis A Virus Antibody', 'Hepatitis B Surface Antibody', 'Anti-Nuclear Antibody', 'Anti-Mitochondrial Antibody', 'Transferrin', 'Immunoglobulin A', 'Immunoglobulin G', 'Iron', 'Immunoglobulin M', 'Iron Binding Capacity, Total', 'Ferritin', 'Tricyclic Antidepressant Screen', 'Ethanol', 'Salicylate', 'Barbiturate Screen', 'Acetaminophen', 'Benzodiazepine Screen', 'Hepatitis B Virus Core Antibody', 'Hepatitis B Surface Antigen', 'Anti-Smooth Muscle Antibody']"
"Neutropenia, unspecified",Neutropenia,"['Phosphate', 'I', 'H', 'Sodium', 'Creatinine', 'Calcium, Total', 'Magnesium', 'Potassium', 'L', 'Bicarbonate', 'Anion Gap', 'Chloride', 'Urea Nitrogen', 'Glucose', 'Length of Urine Collection', 'Chloride, Urine', 'Urea Nitrogen, Urine', 'Creatinine, Urine', 'Sodium, Urine', 'Osmolality, Urine', 'Uric Acid', 'Alanine Aminotransferase (ALT)', 'Asparate Aminotransferase (AST)', 'Bilirubin, Total', 'Alkaline Phosphatase', 'PTT', 'INR(PT)', 'PT', 'Monocytes', 'Absolute Eosinophil Count', 'Absolute Neutrophil Count', 'Blasts', 'Myelocytes', 'Eosinophils', 'Lymphocytes', 'Anisocytosis', 'Nucleated Red Cells', 'Microcytes', 'Atypical Lymphocytes', 'Absolute Lymphocyte Count', 'Platelet Smear', 'Neutrophils', 'Bands', 'Poikilocytosis', 'Hypochromia', 'Absolute Basophil Count', 'Polychromasia', 'Metamyelocytes', 'Macrocytes', 'Absolute Monocyte Count', 'Basophils', 'Lactate Dehydrogenase (LD)', 'MCHC', 'White Blood Cells', 'Red Blood Cells', 'RDW', 'Platelet Count', 'MCV', 'Hematocrit', 'MCH', 'RDW-SD', 'Hemoglobin', 'Schistocytes', 'Teardrop Cells', 'Ovalocytes', 'Fibrinogen, Functional', 'Vancomycin', 'Albumin', 'Bilirubin, Indirect', 'Bilirubin, Direct', 'Specimen Type', 'Calculated Total CO2', 'pH', 'pO2', 'Base Excess', 'pCO2', 'Free Calcium', 'Lactate', 'Creatine Kinase (CK)', 'CK-MB Index', 'Creatine Kinase, MB Isoenzyme', 'Troponin T', 'Spherocytes', 'Temperature', 'Bilirubin', 'Blood', 'Specific Gravity', 'Bacteria', 'Nitrite', 'Yeast', 'Urine Color', 'Leukocytes', 'Urine Mucous', 'Epithelial Cells', 'WBC', 'RBC', 'Urine Appearance', 'Ketone', 'Urobilinogen', 'Protein', 'Target Cells', 'Echinocytes', 'Monos', 'Macrophage', 'Other Cell', 'Polys', 'Potassium, Whole Blood', 'Sodium, Whole Blood', 'Promyelocytes', 'Intubated', 'Hematocrit, Calculated', 'PEEP', 'Ventilator', 'Ventilation Rate', 'Oxygen', 'Cytomegalovirus Viral Load', 'Green Top Hold (plasma)', 'Cholesterol, HDL', 'Estimated GFR (MDRD equation)', 'Triglycerides', 'Cholesterol, Total', 'Lipase', 'Cholesterol, LDL, Measured', 'RFXLDLM', 'Tidal Volume', 'Osmolality, Measured', 'Assist/Control', 'Required O2', 'Alveolar-arterial Gradient', 'Haptoglobin', 'Hyaline Casts', 'Amorphous Crystals', 'Transitional Epithelial Cells', 'Ferritin', 'Immature Granulocytes', 'Amylase', 'Thyroid Stimulating Hormone', 'Cortisol', 'Red Top Hold', 'Immunophenotyping', 'EDTA Hold', 'HIV Screen', 'ARCH-1', 'Blood Parasite Smear', 'C-Reactive Protein']"
Nonrheumatic mitral (valve) insufficiency,Mitral valve insufficiency,"['Platelet Count', 'MCHC', 'Red Blood Cells', 'Hematocrit', 'Hemoglobin', 'MCV', 'MCH', 'White Blood Cells', 'RDW-SD', 'RDW', 'Phosphate', 'Calcium, Total', 'L', 'I', 'Bicarbonate', 'Potassium', 'Magnesium', 'Glucose', 'Urea Nitrogen', 'Creatinine', 'Sodium', 'Chloride', 'H', 'Anion Gap', 'PT', 'INR(PT)', 'PTT', 'Troponin T', 'Creatine Kinase, MB Isoenzyme', 'Thyroxine (T4)', 'Thyroid Stimulating Hormone', 'Creatine Kinase (CK)', 'CK-MB Index', 'Bilirubin, Total', 'Alanine Aminotransferase (ALT)', 'Alkaline Phosphatase', 'Asparate Aminotransferase (AST)', 'Protein Electrophoresis', 'Protein, Total', 'Blue Top Hold', 'EDTA Hold', 'Specimen Type', 'Oxygen Saturation', 'Albumin', 'Base Excess', 'pCO2', 'pO2', 'Free Calcium', 'Calculated Total CO2', 'pH', 'Potassium, Whole Blood', 'Lactate', 'NTproBNP', 'Fibrinogen, Functional', 'Beta-2 Microglobulin', 'Ferritin', 'Lactate Dehydrogenase (LD)', 'Chloride, Whole Blood', 'Sodium, Whole Blood', 'PEEP', 'Oxygen', 'Assist/Control', 'Intubated', 'Tidal Volume', 'Temperature', 'Vancomycin', 'Osmolality, Measured', 'eAG', '% Hemoglobin A1c', 'Red Top Hold', 'Platelet Smear', 'Absolute Eosinophil Count', 'Basophils', 'Lymphocytes', 'Absolute Neutrophil Count', 'Bands', 'Neutrophils', 'Eosinophils', 'Nucleated Red Cells', 'Absolute Monocyte Count', 'Absolute Basophil Count', 'Myelocytes', 'Absolute Lymphocyte Count', 'Metamyelocytes', 'Monocytes', 'Atypical Lymphocytes', 'Hypochromia', 'Poikilocytosis', 'Anisocytosis', 'Microcytes', 'Polychromasia', 'Macrocytes', 'O2 Flow', 'Ventilation Rate', 'Uric Acid', 'H/O Smear', 'Vitamin B12', 'Transferrin', 'Iron', 'Haptoglobin', 'Iron Binding Capacity, Total', 'Nitrite', 'Leukocytes', 'Specific Gravity', 'Urobilinogen', 'Protein', 'Bilirubin', 'Blood', 'Urine Color', 'Urine Appearance', 'Ketone', 'Bacteria', 'RBC', 'WBC Clumps', 'WBC', 'Amorphous Crystals', 'Urine Mucous', 'Epithelial Cells', 'Yeast', 'Cortisol', 'Estimated GFR (MDRD equation)', 'Hepatitis B Surface Antigen', 'Immunofixation', 'Immunoglobulin M', 'Immunoglobulin A', 'Immunoglobulin G', 'Hepatitis B Surface Antibody', 'Hepatitis B Virus Core Antibody', 'Hepatitis C Virus Antibody', 'Hyaline Casts', 'Carboxyhemoglobin', 'Length of Urine Collection', 'Potassium, Urine', 'Sodium, Urine', 'Chloride, Urine', 'Urea Nitrogen, Urine', 'Creatinine, Urine', 'Osmolality, Urine', 'Reticulocyte Count, Automated', 'Reticulocyte Count, Absolute', 'Bilirubin, Indirect', 'Bilirubin, Direct', 'Triglycerides', 'HIV Screen', 'ARCH-1', 'Barbiturate Screen', 'Tricyclic Antidepressant Screen', 'Benzodiazepine Screen', 'Acetaminophen', 'Salicylate', 'Albumin, Urine', 'Albumin/Creatinine, Urine', 'Protein/Creatinine Ratio', 'Total Protein, Urine', 'Polys', 'Monos', 'Transitional Epithelial Cells', 'Anti-Neutrophil Cytoplasmic Antibody', 'Anti-Mitochondrial Antibody', 'Anti-Nuclear Antibody', 'Hepatitis A Virus Antibody', 'Hepatitis A Virus IgM Antibody', 'Immature Granulocytes', 'C4', 'C3', 'Folate', 'Magnesium, Urine', 'Phosphate, Urine', 'Echinocytes', 'Target Cells', 'Digoxin', 'Hematocrit, Calculated', 'Voided Specimen', 'Problem Specimen']"
